"","Difficulty","keyPostGameRating.keys","keyPostGameRating.rt","post_game_question","survey_planet","Block","Incentive","ExactAge","FlooredAge","AgeGroup","participant"
"970","Easy",5,2.8239,"How hard did you try?","moon","Easy 1¢","1¢",18.8465753424658,18,"Adults",123
"971","Easy",6,2.7927,"How hard did you try?","moon","Easy 10¢","10¢",18.8465753424658,18,"Adults",123
"972","Hard",5,2.204,"How hard did you try?","saturn","Hard 1¢","1¢",18.8465753424658,18,"Adults",123
"973","Hard",4,4.8669,"How hard was this galaxy?","saturn","Hard 10¢","10¢",18.8465753424658,18,"Adults",123
"974","Easy",5,4.2284,"How hard was this galaxy?","moon","Easy 1¢","1¢",18.8465753424658,18,"Adults",123
"975","Easy",4,2.8424,"How hard was this galaxy?","moon","Easy 10¢","10¢",18.8465753424658,18,"Adults",123
"976","Hard",5,2.5518,"How hard was this galaxy?","saturn","Hard 1¢","1¢",18.8465753424658,18,"Adults",123
"977","Hard",7,5.5276,"How hard did you try?","saturn","Hard 10¢","10¢",19.1424657534247,19,"Adults",124
"978","Easy",6,4.0692,"How hard did you try?","moon","Easy 1¢","1¢",19.1424657534247,19,"Adults",124
"979","Easy",7,3.1735,"How hard did you try?","moon","Easy 10¢","10¢",19.1424657534247,19,"Adults",124
"980","Hard",6,2.9967,"How hard did you try?","saturn","Hard 1¢","1¢",19.1424657534247,19,"Adults",124
"981","Hard",5,6.5721,"How hard was this galaxy?","saturn","Hard 10¢","10¢",19.1424657534247,19,"Adults",124
"982","Easy",5,1.2691,"How hard was this galaxy?","moon","Easy 1¢","1¢",19.1424657534247,19,"Adults",124
"983","Easy",5,0.9261,"How hard was this galaxy?","moon","Easy 10¢","10¢",19.1424657534247,19,"Adults",124
"984","Hard",5,0.7975,"How hard was this galaxy?","saturn","Hard 1¢","1¢",19.1424657534247,19,"Adults",124
"985","Easy",4,10.3959,"How hard did you try?","saturn","Easy 10¢","10¢",11.358904109589,11,"Children",125
"986","Hard",3,3.9706,"How hard did you try?","moon","Hard 1¢","1¢",11.358904109589,11,"Children",125
"987","Hard",4,3.3527,"How hard did you try?","moon","Hard 10¢","10¢",11.358904109589,11,"Children",125
"988","Easy",3,4.7022,"How hard did you try?","saturn","Easy 1¢","1¢",11.358904109589,11,"Children",125
"989","Easy",4,7.1513,"How hard was this galaxy?","saturn","Easy 10¢","10¢",11.358904109589,11,"Children",125
"990","Hard",2,5.7944,"How hard was this galaxy?","moon","Hard 1¢","1¢",11.358904109589,11,"Children",125
"991","Hard",3,2.7371,"How hard was this galaxy?","moon","Hard 10¢","10¢",11.358904109589,11,"Children",125
"992","Easy",2,3.9001,"How hard was this galaxy?","saturn","Easy 1¢","1¢",11.358904109589,11,"Children",125
"993","Easy",6,6.4945,"How hard did you try?","saturn","Easy 10¢","10¢",16.3397260273973,16,"Adolescents",126
"994","Hard",4,3.6503,"How hard did you try?","moon","Hard 1¢","1¢",16.3397260273973,16,"Adolescents",126
"995","Hard",6,4.5503,"How hard did you try?","moon","Hard 10¢","10¢",16.3397260273973,16,"Adolescents",126
"996","Easy",4,3.4082,"How hard did you try?","saturn","Easy 1¢","1¢",16.3397260273973,16,"Adolescents",126
"997","Easy",3,4.2782,"How hard was this galaxy?","saturn","Easy 10¢","10¢",16.3397260273973,16,"Adolescents",126
"998","Hard",3,0.6213,"How hard was this galaxy?","moon","Hard 1¢","1¢",16.3397260273973,16,"Adolescents",126
"999","Hard",3,0.4315,"How hard was this galaxy?","moon","Hard 10¢","10¢",16.3397260273973,16,"Adolescents",126
"1000","Easy",3,0.3059,"How hard was this galaxy?","saturn","Easy 1¢","1¢",16.3397260273973,16,"Adolescents",126
"1001","Easy",7,6.1049,"How hard did you try?","saturn","Easy 10¢","10¢",13.5698630136986,13,"Adolescents",127
"1002","Hard",3,6.9197,"How hard did you try?","moon","Hard 1¢","1¢",13.5698630136986,13,"Adolescents",127
"1003","Hard",5,4.7158,"How hard did you try?","moon","Hard 10¢","10¢",13.5698630136986,13,"Adolescents",127
"1004","Easy",4,4.9013,"How hard did you try?","saturn","Easy 1¢","1¢",13.5698630136986,13,"Adolescents",127
"1005","Easy",5,6.0634,"How hard was this galaxy?","saturn","Easy 10¢","10¢",13.5698630136986,13,"Adolescents",127
"1006","Hard",5,4.2858,"How hard was this galaxy?","moon","Hard 1¢","1¢",13.5698630136986,13,"Adolescents",127
"1007","Hard",5,3.1728,"How hard was this galaxy?","moon","Hard 10¢","10¢",13.5698630136986,13,"Adolescents",127
"1008","Easy",5,2.9711,"How hard was this galaxy?","saturn","Easy 1¢","1¢",13.5698630136986,13,"Adolescents",127
"1009","Hard",7,10.1491,"How hard did you try?","saturn","Hard 10¢","10¢",12.7698630136986,12,"Children",128
"1010","Easy",6,3.5901,"How hard did you try?","moon","Easy 1¢","1¢",12.7698630136986,12,"Children",128
"1011","Easy",7,3.0455,"How hard did you try?","moon","Easy 10¢","10¢",12.7698630136986,12,"Children",128
"1012","Hard",6,3.0425,"How hard did you try?","saturn","Hard 1¢","1¢",12.7698630136986,12,"Children",128
"1013","Hard",1,2.7177,"How hard was this galaxy?","saturn","Hard 10¢","10¢",12.7698630136986,12,"Children",128
"1014","Easy",1,2.7088,"How hard was this galaxy?","moon","Easy 1¢","1¢",12.7698630136986,12,"Children",128
"1015","Easy",1,2.6942,"How hard was this galaxy?","moon","Easy 10¢","10¢",12.7698630136986,12,"Children",128
"1016","Hard",1,2.5525,"How hard was this galaxy?","saturn","Hard 1¢","1¢",12.7698630136986,12,"Children",128
"1017","Hard",6,5.025,"How hard did you try?","saturn","Hard 10¢","10¢",20.8,20,"Adults",129
"1018","Easy",5,3.902,"How hard did you try?","moon","Easy 1¢","1¢",20.8,20,"Adults",129
"1019","Easy",6,3.173,"How hard did you try?","moon","Easy 10¢","10¢",20.8,20,"Adults",129
"1020","Hard",5,3.859,"How hard did you try?","saturn","Hard 1¢","1¢",20.8,20,"Adults",129
"1021","Hard",4,7.731,"How hard was this galaxy?","saturn","Hard 10¢","10¢",20.8,20,"Adults",129
"1022","Easy",4,3.251,"How hard was this galaxy?","moon","Easy 1¢","1¢",20.8,20,"Adults",129
"1023","Easy",4,3.703,"How hard was this galaxy?","moon","Easy 10¢","10¢",20.8,20,"Adults",129
"1024","Hard",4,3.043,"How hard was this galaxy?","saturn","Hard 1¢","1¢",20.8,20,"Adults",129
"1025","Easy",5,6.0369,"How hard did you try?","saturn","Easy 10¢","10¢",13.6164383561644,13,"Adolescents",130
"1026","Hard",2,5.3826,"How hard did you try?","moon","Hard 1¢","1¢",13.6164383561644,13,"Adolescents",130
"1027","Hard",5,5.5557,"How hard did you try?","moon","Hard 10¢","10¢",13.6164383561644,13,"Adolescents",130
"1028","Easy",2,4.2135,"How hard did you try?","saturn","Easy 1¢","1¢",13.6164383561644,13,"Adolescents",130
"1029","Easy",2,2.8822,"How hard was this galaxy?","saturn","Easy 10¢","10¢",13.6164383561644,13,"Adolescents",130
"1030","Hard",3,2.9797,"How hard was this galaxy?","moon","Hard 1¢","1¢",13.6164383561644,13,"Adolescents",130
"1031","Hard",3,1.4657,"How hard was this galaxy?","moon","Hard 10¢","10¢",13.6164383561644,13,"Adolescents",130
"1032","Easy",2,1.3958,"How hard was this galaxy?","saturn","Easy 1¢","1¢",13.6164383561644,13,"Adolescents",130
"1033","Easy",6,4.3491,"How hard did you try?","saturn","Easy 10¢","10¢",20.2465753424658,20,"Adults",131
"1034","Hard",6,2.5179,"How hard did you try?","moon","Hard 1¢","1¢",20.2465753424658,20,"Adults",131
"1035","Hard",6,2.7927,"How hard did you try?","moon","Hard 10¢","10¢",20.2465753424658,20,"Adults",131
"1036","Easy",6,0.6577,"How hard did you try?","saturn","Easy 1¢","1¢",20.2465753424658,20,"Adults",131
"1037","Easy",2,1.2282,"How hard was this galaxy?","saturn","Easy 10¢","10¢",20.2465753424658,20,"Adults",131
"1038","Hard",2,0.2983,"How hard was this galaxy?","moon","Hard 1¢","1¢",20.2465753424658,20,"Adults",131
"1039","Hard",2,0.1942,"How hard was this galaxy?","moon","Hard 10¢","10¢",20.2465753424658,20,"Adults",131
"1040","Easy",2,0.1809,"How hard was this galaxy?","saturn","Easy 1¢","1¢",20.2465753424658,20,"Adults",131
"1041","Hard",6,5.7534,"How hard did you try?","saturn","Hard 10¢","10¢",16.6958904109589,16,"Adolescents",132
"1042","Easy",5,4.9927,"How hard did you try?","moon","Easy 1¢","1¢",16.6958904109589,16,"Adolescents",132
"1043","Easy",6,1.277,"How hard did you try?","moon","Easy 10¢","10¢",16.6958904109589,16,"Adolescents",132
"1044","Hard",5,1.3366,"How hard did you try?","saturn","Hard 1¢","1¢",16.6958904109589,16,"Adolescents",132
"1045","Hard",2,1.8065,"How hard was this galaxy?","saturn","Hard 10¢","10¢",16.6958904109589,16,"Adolescents",132
"1046","Easy",2,0.9143,"How hard was this galaxy?","moon","Easy 1¢","1¢",16.6958904109589,16,"Adolescents",132
"1047","Easy",2,0.2995,"How hard was this galaxy?","moon","Easy 10¢","10¢",16.6958904109589,16,"Adolescents",132
"1048","Hard",2,0.3038,"How hard was this galaxy?","saturn","Hard 1¢","1¢",16.6958904109589,16,"Adolescents",132
"1049","Hard",6,4.7752,"How hard did you try?","saturn","Hard 10¢","10¢",15.9561643835616,15,"Adolescents",133
"1050","Easy",6,3.4494,"How hard did you try?","moon","Easy 1¢","1¢",15.9561643835616,15,"Adolescents",133
"1051","Easy",7,3.1127,"How hard did you try?","moon","Easy 10¢","10¢",15.9561643835616,15,"Adolescents",133
"1052","Hard",6,2.4659,"How hard did you try?","saturn","Hard 1¢","1¢",15.9561643835616,15,"Adolescents",133
"1053","Hard",6,4.6009,"How hard was this galaxy?","saturn","Hard 10¢","10¢",15.9561643835616,15,"Adolescents",133
"1054","Easy",5,3.1679,"How hard was this galaxy?","moon","Easy 1¢","1¢",15.9561643835616,15,"Adolescents",133
"1055","Easy",7,3.6138,"How hard was this galaxy?","moon","Easy 10¢","10¢",15.9561643835616,15,"Adolescents",133
"1056","Hard",5,4.5548,"How hard was this galaxy?","saturn","Hard 1¢","1¢",15.9561643835616,15,"Adolescents",133
"1057","Hard",7,4.975,"How hard did you try?","saturn","Hard 10¢","10¢",14.827397260274,14,"Adolescents",134
"1058","Easy",6,2.159,"How hard did you try?","moon","Easy 1¢","1¢",14.827397260274,14,"Adolescents",134
"1059","Easy",7,0.684,"How hard did you try?","moon","Easy 10¢","10¢",14.827397260274,14,"Adolescents",134
"1060","Hard",6,0.704,"How hard did you try?","saturn","Hard 1¢","1¢",14.827397260274,14,"Adolescents",134
"1061","Hard",5,3.955,"How hard was this galaxy?","saturn","Hard 10¢","10¢",14.827397260274,14,"Adolescents",134
"1062","Easy",2,4.718,"How hard was this galaxy?","moon","Easy 1¢","1¢",14.827397260274,14,"Adolescents",134
"1063","Easy",4,2.709,"How hard was this galaxy?","moon","Easy 10¢","10¢",14.827397260274,14,"Adolescents",134
"1064","Hard",3,1.373,"How hard was this galaxy?","saturn","Hard 1¢","1¢",14.827397260274,14,"Adolescents",134
"1065","Hard",7,11.04,"How hard did you try?","saturn","Hard 10¢","10¢",12.558904109589,12,"Children",135
"1066","Easy",4,4.208,"How hard did you try?","moon","Easy 1¢","1¢",12.558904109589,12,"Children",135
"1067","Easy",7,4.34,"How hard did you try?","moon","Easy 10¢","10¢",12.558904109589,12,"Children",135
"1068","Hard",4,6.05,"How hard did you try?","saturn","Hard 1¢","1¢",12.558904109589,12,"Children",135
"1069","Hard",4,8.562,"How hard was this galaxy?","saturn","Hard 10¢","10¢",12.558904109589,12,"Children",135
"1070","Easy",3,3.938,"How hard was this galaxy?","moon","Easy 1¢","1¢",12.558904109589,12,"Children",135
"1071","Easy",5,3.14,"How hard was this galaxy?","moon","Easy 10¢","10¢",12.558904109589,12,"Children",135
"1072","Hard",3,3.319,"How hard was this galaxy?","saturn","Hard 1¢","1¢",12.558904109589,12,"Children",135
"1073","Easy",5,4.2776,"How hard did you try?","saturn","Easy 10¢","10¢",20.4986301369863,20,"Adults",136
"1074","Hard",5,3.093,"How hard did you try?","moon","Hard 1¢","1¢",20.4986301369863,20,"Adults",136
"1075","Hard",5,4.3184,"How hard did you try?","moon","Hard 10¢","10¢",20.4986301369863,20,"Adults",136
"1076","Easy",5,3.6371,"How hard did you try?","saturn","Easy 1¢","1¢",20.4986301369863,20,"Adults",136
"1077","Easy",2,1.9493,"How hard was this galaxy?","saturn","Easy 10¢","10¢",20.4986301369863,20,"Adults",136
"1078","Hard",2,1.0094,"How hard was this galaxy?","moon","Hard 1¢","1¢",20.4986301369863,20,"Adults",136
"1079","Hard",2,0.8252,"How hard was this galaxy?","moon","Hard 10¢","10¢",20.4986301369863,20,"Adults",136
"1080","Easy",2,0.7198,"How hard was this galaxy?","saturn","Easy 1¢","1¢",20.4986301369863,20,"Adults",136
"1081","Easy",4,3.3043,"How hard did you try?","saturn","Easy 10¢","10¢",16.5232876712329,16,"Adolescents",137
"1082","Hard",4,1.3178,"How hard did you try?","moon","Hard 1¢","1¢",16.5232876712329,16,"Adolescents",137
"1083","Hard",4,3.0315,"How hard did you try?","moon","Hard 10¢","10¢",16.5232876712329,16,"Adolescents",137
"1084","Easy",4,2.9597,"How hard did you try?","saturn","Easy 1¢","1¢",16.5232876712329,16,"Adolescents",137
"1085","Easy",1,3.5992,"How hard was this galaxy?","saturn","Easy 10¢","10¢",16.5232876712329,16,"Adolescents",137
"1086","Hard",1,2.7112,"How hard was this galaxy?","moon","Hard 1¢","1¢",16.5232876712329,16,"Adolescents",137
"1087","Hard",1,2.0055,"How hard was this galaxy?","moon","Hard 10¢","10¢",16.5232876712329,16,"Adolescents",137
"1088","Easy",1,0.7823,"How hard was this galaxy?","saturn","Easy 1¢","1¢",16.5232876712329,16,"Adolescents",137
"1089","Hard",6,5.721,"How hard did you try?","saturn","Hard 10¢","10¢",13.6438356164384,13,"Adolescents",138
"1090","Easy",6,3.136,"How hard did you try?","moon","Easy 1¢","1¢",13.6438356164384,13,"Adolescents",138
"1091","Easy",6,2.535,"How hard did you try?","moon","Easy 10¢","10¢",13.6438356164384,13,"Adolescents",138
"1092","Hard",6,2.44,"How hard did you try?","saturn","Hard 1¢","1¢",13.6438356164384,13,"Adolescents",138
"1093","Hard",3,1.388,"How hard was this galaxy?","saturn","Hard 10¢","10¢",13.6438356164384,13,"Adolescents",138
"1094","Easy",3,1.077,"How hard was this galaxy?","moon","Easy 1¢","1¢",13.6438356164384,13,"Adolescents",138
"1095","Easy",3,0.671,"How hard was this galaxy?","moon","Easy 10¢","10¢",13.6438356164384,13,"Adolescents",138
"1096","Hard",3,0.798,"How hard was this galaxy?","saturn","Hard 1¢","1¢",13.6438356164384,13,"Adolescents",138
"1097","Hard",2,9.7953,"How hard did you try?","saturn","Hard 10¢","10¢",10.1616438356164,10,"Children",139
"1098","Easy",1,1.83,"How hard did you try?","moon","Easy 1¢","1¢",10.1616438356164,10,"Children",139
"1099","Easy",2,1.9198,"How hard did you try?","moon","Easy 10¢","10¢",10.1616438356164,10,"Children",139
"1100","Hard",1,0.9239,"How hard did you try?","saturn","Hard 1¢","1¢",10.1616438356164,10,"Children",139
"1101","Hard",2,6.9077,"How hard was this galaxy?","saturn","Hard 10¢","10¢",10.1616438356164,10,"Children",139
"1102","Easy",1,1.9261,"How hard was this galaxy?","moon","Easy 1¢","1¢",10.1616438356164,10,"Children",139
"1103","Easy",3,3.1818,"How hard was this galaxy?","moon","Easy 10¢","10¢",10.1616438356164,10,"Children",139
"1104","Hard",1,1.6144,"How hard was this galaxy?","saturn","Hard 1¢","1¢",10.1616438356164,10,"Children",139
"1105","Easy",6,8.462,"How hard did you try?","saturn","Easy 10¢","10¢",15.1342465753425,15,"Adolescents",140
"1106","Hard",6,4.3614,"How hard did you try?","moon","Hard 1¢","1¢",15.1342465753425,15,"Adolescents",140
"1107","Hard",5,4.4222,"How hard did you try?","moon","Hard 10¢","10¢",15.1342465753425,15,"Adolescents",140
"1108","Easy",4,2.862,"How hard did you try?","saturn","Easy 1¢","1¢",15.1342465753425,15,"Adolescents",140
"1109","Easy",4,6.5433,"How hard was this galaxy?","saturn","Easy 10¢","10¢",15.1342465753425,15,"Adolescents",140
"1110","Hard",5,2.4296,"How hard was this galaxy?","moon","Hard 1¢","1¢",15.1342465753425,15,"Adolescents",140
"1111","Hard",4,1.041,"How hard was this galaxy?","moon","Hard 10¢","10¢",15.1342465753425,15,"Adolescents",140
"1112","Easy",3,1.6523,"How hard was this galaxy?","saturn","Easy 1¢","1¢",15.1342465753425,15,"Adolescents",140
"1113","Hard",6,5.0695,"How hard did you try?","saturn","Hard 10¢","10¢",19.1068493150685,19,"Adults",141
"1114","Easy",6,4.0051,"How hard did you try?","moon","Easy 1¢","1¢",19.1068493150685,19,"Adults",141
"1115","Easy",6,4.1225,"How hard did you try?","moon","Easy 10¢","10¢",19.1068493150685,19,"Adults",141
"1116","Hard",6,4.0859,"How hard did you try?","saturn","Hard 1¢","1¢",19.1068493150685,19,"Adults",141
"1117","Hard",3,19.0096,"How hard was this galaxy?","saturn","Hard 10¢","10¢",19.1068493150685,19,"Adults",141
"1118","Easy",3,3.5361,"How hard was this galaxy?","moon","Easy 1¢","1¢",19.1068493150685,19,"Adults",141
"1119","Easy",3,3.0923,"How hard was this galaxy?","moon","Easy 10¢","10¢",19.1068493150685,19,"Adults",141
"1120","Hard",3,3.0562,"How hard was this galaxy?","saturn","Hard 1¢","1¢",19.1068493150685,19,"Adults",141
"1121","Hard",2,4.4543,"How hard did you try?","saturn","Hard 10¢","10¢",18.3890410958904,18,"Adults",142
"1122","Easy",2,3.6917,"How hard did you try?","moon","Easy 1¢","1¢",18.3890410958904,18,"Adults",142
"1123","Easy",2,3.5522,"How hard did you try?","moon","Easy 10¢","10¢",18.3890410958904,18,"Adults",142
"1124","Hard",2,3.2227,"How hard did you try?","saturn","Hard 1¢","1¢",18.3890410958904,18,"Adults",142
"1125","Hard",2,1.3022,"How hard was this galaxy?","saturn","Hard 10¢","10¢",18.3890410958904,18,"Adults",142
"1126","Easy",2,1.3487,"How hard was this galaxy?","moon","Easy 1¢","1¢",18.3890410958904,18,"Adults",142
"1127","Easy",2,1.3446,"How hard was this galaxy?","moon","Easy 10¢","10¢",18.3890410958904,18,"Adults",142
"1128","Hard",2,1.3587,"How hard was this galaxy?","saturn","Hard 1¢","1¢",18.3890410958904,18,"Adults",142
"1129","Hard",6,4.0364,"How hard did you try?","saturn","Hard 10¢","10¢",16.4767123287671,16,"Adolescents",143
"1130","Easy",5,2.9937,"How hard did you try?","moon","Easy 1¢","1¢",16.4767123287671,16,"Adolescents",143
"1131","Easy",6,1.3615,"How hard did you try?","moon","Easy 10¢","10¢",16.4767123287671,16,"Adolescents",143
"1132","Hard",5,0.9614,"How hard did you try?","saturn","Hard 1¢","1¢",16.4767123287671,16,"Adolescents",143
"1133","Hard",5,3.9239,"How hard was this galaxy?","saturn","Hard 10¢","10¢",16.4767123287671,16,"Adolescents",143
"1134","Easy",5,3.083,"How hard was this galaxy?","moon","Easy 1¢","1¢",16.4767123287671,16,"Adolescents",143
"1135","Easy",5,1.7699,"How hard was this galaxy?","moon","Easy 10¢","10¢",16.4767123287671,16,"Adolescents",143
"1136","Hard",6,4.0938,"How hard was this galaxy?","saturn","Hard 1¢","1¢",16.4767123287671,16,"Adolescents",143
"1137","Easy",7,4.9795,"How hard did you try?","saturn","Easy 10¢","10¢",11.7232876712329,11,"Children",144
"1138","Hard",5,4.1909,"How hard did you try?","moon","Hard 1¢","1¢",11.7232876712329,11,"Children",144
"1139","Hard",7,3.6025,"How hard did you try?","moon","Hard 10¢","10¢",11.7232876712329,11,"Children",144
"1140","Easy",6,3.802,"How hard did you try?","saturn","Easy 1¢","1¢",11.7232876712329,11,"Children",144
"1141","Easy",5,3.197,"How hard was this galaxy?","saturn","Easy 10¢","10¢",11.7232876712329,11,"Children",144
"1142","Hard",4,2.6257,"How hard was this galaxy?","moon","Hard 1¢","1¢",11.7232876712329,11,"Children",144
"1143","Hard",7,2.5258,"How hard was this galaxy?","moon","Hard 10¢","10¢",11.7232876712329,11,"Children",144
"1144","Easy",6,1.6307,"How hard was this galaxy?","saturn","Easy 1¢","1¢",11.7232876712329,11,"Children",144
"1145","Hard",2,4.0033,"How hard did you try?","saturn","Hard 10¢","10¢",15.3150684931507,15,"Adolescents",145
"1146","Easy",2,3.5783,"How hard did you try?","moon","Easy 1¢","1¢",15.3150684931507,15,"Adolescents",145
"1147","Easy",2,3.5527,"How hard did you try?","moon","Easy 10¢","10¢",15.3150684931507,15,"Adolescents",145
"1148","Hard",2,3.278,"How hard did you try?","saturn","Hard 1¢","1¢",15.3150684931507,15,"Adolescents",145
"1149","Hard",2,2.7216,"How hard was this galaxy?","saturn","Hard 10¢","10¢",15.3150684931507,15,"Adolescents",145
"1150","Easy",2,2.5977,"How hard was this galaxy?","moon","Easy 1¢","1¢",15.3150684931507,15,"Adolescents",145
"1151","Easy",2,2.4641,"How hard was this galaxy?","moon","Easy 10¢","10¢",15.3150684931507,15,"Adolescents",145
"1152","Hard",2,2.184,"How hard was this galaxy?","saturn","Hard 1¢","1¢",15.3150684931507,15,"Adolescents",145
"1153","Easy",6,6.7916,"How hard did you try?","saturn","Easy 10¢","10¢",14.0821917808219,14,"Adolescents",146
"1154","Hard",5,1.5629,"How hard did you try?","moon","Hard 1¢","1¢",14.0821917808219,14,"Adolescents",146
"1155","Hard",6,0.7951,"How hard did you try?","moon","Hard 10¢","10¢",14.0821917808219,14,"Adolescents",146
"1156","Easy",5,0.6941,"How hard did you try?","saturn","Easy 1¢","1¢",14.0821917808219,14,"Adolescents",146
"1157","Easy",2,2.3868,"How hard was this galaxy?","saturn","Easy 10¢","10¢",14.0821917808219,14,"Adolescents",146
"1158","Hard",2,0.3603,"How hard was this galaxy?","moon","Hard 1¢","1¢",14.0821917808219,14,"Adolescents",146
"1159","Hard",2,0.129,"How hard was this galaxy?","moon","Hard 10¢","10¢",14.0821917808219,14,"Adolescents",146
"1160","Easy",2,0.1293,"How hard was this galaxy?","saturn","Easy 1¢","1¢",14.0821917808219,14,"Adolescents",146
"1161","Hard",6,6.0066,"How hard did you try?","saturn","Hard 10¢","10¢",10.5123287671233,10,"Children",147
"1162","Easy",6,3.9215,"How hard did you try?","moon","Easy 1¢","1¢",10.5123287671233,10,"Children",147
"1163","Easy",6,3.4581,"How hard did you try?","moon","Easy 10¢","10¢",10.5123287671233,10,"Children",147
"1164","Hard",6,3.3416,"How hard did you try?","saturn","Hard 1¢","1¢",10.5123287671233,10,"Children",147
"1165","Hard",3,3.4415,"How hard was this galaxy?","saturn","Hard 10¢","10¢",10.5123287671233,10,"Children",147
"1166","Easy",2,1.1444,"How hard was this galaxy?","moon","Easy 1¢","1¢",10.5123287671233,10,"Children",147
"1167","Easy",3,3.6494,"How hard was this galaxy?","moon","Easy 10¢","10¢",10.5123287671233,10,"Children",147
"1168","Hard",2,0.7046,"How hard was this galaxy?","saturn","Hard 1¢","1¢",10.5123287671233,10,"Children",147
"1169","Easy",5,5.8517,"How hard did you try?","saturn","Easy 10¢","10¢",20.2438356164384,20,"Adults",148
"1170","Hard",1,3.941,"How hard did you try?","moon","Hard 1¢","1¢",20.2438356164384,20,"Adults",148
"1171","Hard",5,3.1563,"How hard did you try?","moon","Hard 10¢","10¢",20.2438356164384,20,"Adults",148
"1172","Easy",1,2.1915,"How hard did you try?","saturn","Easy 1¢","1¢",20.2438356164384,20,"Adults",148
"1173","Easy",1,2.582,"How hard was this galaxy?","saturn","Easy 10¢","10¢",20.2438356164384,20,"Adults",148
"1174","Hard",1,0.3546,"How hard was this galaxy?","moon","Hard 1¢","1¢",20.2438356164384,20,"Adults",148
"1175","Hard",1,0.321,"How hard was this galaxy?","moon","Hard 10¢","10¢",20.2438356164384,20,"Adults",148
"1176","Easy",1,0.4385,"How hard was this galaxy?","saturn","Easy 1¢","1¢",20.2438356164384,20,"Adults",148
"1177","Easy",3,4.7271,"How hard did you try?","saturn","Easy 10¢","10¢",10.2767123287671,10,"Children",149
"1178","Hard",3,4.5474,"How hard did you try?","moon","Hard 1¢","1¢",10.2767123287671,10,"Children",149
"1179","Hard",4,5.7974,"How hard did you try?","moon","Hard 10¢","10¢",10.2767123287671,10,"Children",149
"1180","Easy",3,3.621,"How hard did you try?","saturn","Easy 1¢","1¢",10.2767123287671,10,"Children",149
"1181","Easy",1,0.9815,"How hard was this galaxy?","saturn","Easy 10¢","10¢",10.2767123287671,10,"Children",149
"1182","Hard",1,0.6388,"How hard was this galaxy?","moon","Hard 1¢","1¢",10.2767123287671,10,"Children",149
"1183","Hard",1,0.8391,"How hard was this galaxy?","moon","Hard 10¢","10¢",10.2767123287671,10,"Children",149
"1184","Easy",1,0.4966,"How hard was this galaxy?","saturn","Easy 1¢","1¢",10.2767123287671,10,"Children",149
"1185","Hard",3,5.4295,"How hard did you try?","saturn","Hard 10¢","10¢",18.5013698630137,18,"Adults",150
"1186","Easy",2,3.5148,"How hard did you try?","moon","Easy 1¢","1¢",18.5013698630137,18,"Adults",150
"1187","Easy",3,1.0802,"How hard did you try?","moon","Easy 10¢","10¢",18.5013698630137,18,"Adults",150
"1188","Hard",2,0.8899,"How hard did you try?","saturn","Hard 1¢","1¢",18.5013698630137,18,"Adults",150
"1189","Hard",3,9.3339,"How hard was this galaxy?","saturn","Hard 10¢","10¢",18.5013698630137,18,"Adults",150
"1190","Easy",3,1.0995,"How hard was this galaxy?","moon","Easy 1¢","1¢",18.5013698630137,18,"Adults",150
"1191","Easy",3,0.7186,"How hard was this galaxy?","moon","Easy 10¢","10¢",18.5013698630137,18,"Adults",150
"1192","Hard",3,0.5617,"How hard was this galaxy?","saturn","Hard 1¢","1¢",18.5013698630137,18,"Adults",150
